Bury,"<a href=""https://t.co/qDDFSvyOTo"">https://t.co/qDDFSvyOTo</a>",Salford,"<a href=""https://t.co/7ON2n3WT3Y"">https://t.co/7ON2n3WT3Y</a>"
Chorley,"<a href=""https://t.co/lmAe3BByk6"">https://t.co/lmAe3BByk6</a>",Salford,"<a href=""https://t.co/jrxT3gWqc5"">https://t.co/jrxT3gWqc5</a>"
Colne ,"<a href=""https://t.co/qkBZScDSvD"">https://t.co/qkBZScDSvD</a>",Salford,"<a href=""https://t.co/kVoyxBeQVA"">https://t.co/kVoyxBeQVA</a>"
Coppull,"<a href=""https://t.co/17iEGHhLqr"">https://t.co/17iEGHhLqr</a>",Salford Quays,"<a href=""https://t.co/aGORqSMKEW"">https://t.co/aGORqSMKEW</a>"
Didbury,"<a href=""https://t.co/i2ikEFtmvD"">https://t.co/i2ikEFtmvD</a>",Salford Quays,"<a href=""https://t.co/dZexn8WYvZ"">https://t.co/dZexn8WYvZ</a>"
Didsbury,"<a href=""https://t.co/MtKsiyVGvv"">https://t.co/MtKsiyVGvv</a>",Southport,"<a href=""https://t.co/lrNqm5WBHk"">https://t.co/lrNqm5WBHk</a>"
Hyde,"<a href=""https://t.co/V0tIWzBtvr"">https://t.co/V0tIWzBtvr</a>",Southport,"<a href=""https://t.co/YTm01SpsSv"">https://t.co/YTm01SpsSv</a>"
Lancaster,"<a href=""https://t.co/E2az4e0rfk"">https://t.co/E2az4e0rfk</a>",St Helen's,"<a href=""https://t.co/i7dQXxGBXs"">https://t.co/i7dQXxGBXs</a>"
Lancaster,"<a href=""https://t.co/Pcud7vlgxo"">https://t.co/Pcud7vlgxo</a>",Stalybridge,"<a href=""https://t.co/U9FR64hjap"">https://t.co/U9FR64hjap</a>"
Liverpool,"<a href=""https://t.co/0QbuX9XWWM"">https://t.co/0QbuX9XWWM</a>",Stockport,"<a href=""https://t.co/SyWmizJZsx"">https://t.co/SyWmizJZsx</a>"
Liverpool,"<a href=""https://t.co/jW4voO7tmG"">https://t.co/jW4voO7tmG</a>",Stockport,"<a href=""https://t.co/Y3jH1lYzgA"">https://t.co/Y3jH1lYzgA</a>"
Liverpool,"<a href=""https://t.co/R6QWe9yvBh"">https://t.co/R6QWe9yvBh</a>",Stretford,"<a href=""https://t.co/LFshmMbv4t"">https://t.co/LFshmMbv4t</a>"
Liverpool,"<a href=""https://t.co/hmyFBZwyyX"">https://t.co/hmyFBZwyyX</a>",Stretford,"<a href=""https://t.co/LZWwBac0r5"">https://t.co/LZWwBac0r5</a>"
Manchester,"<a href=""https://t.co/xxHogRAfah"">https://t.co/xxHogRAfah</a>",Trafford,"<a href=""https://t.co/Rflx8xegD7"">https://t.co/Rflx8xegD7</a>"
Manchester,"<a href=""https://t.co/EP89u6qmFX"">https://t.co/EP89u6qmFX</a>",Urmston,"<a href=""https://t.co/6BlGxYznpg"">https://t.co/6BlGxYznpg</a>"
Manchester,"<a href=""https://t.co/8vtWUMfwNw"">https://t.co/8vtWUMfwNw</a>",Wallasey,"<a href=""https://t.co/NzIJ7gtrAp"">https://t.co/NzIJ7gtrAp</a>"
Manchester,"<a href=""https://t.co/3640kmpdfF"">https://t.co/3640kmpdfF</a>",West Lancashire,"<a href=""https://t.co/CuKsb7dL9D"">https://t.co/CuKsb7dL9D</a>"
Melling,"<a href=""https://t.co/HQkNkLkG7N"">https://t.co/HQkNkLkG7N</a>",Wigan,"<a href=""https://t.co/hvAqpvLTik"">https://t.co/hvAqpvLTik</a>"
Middleton,"<a href=""https://t.co/DDHMk0SHdw"">https://t.co/DDHMk0SHdw</a>",Wigan,"<a href=""https://t.co/Vg41NT7VFh"">https://t.co/Vg41NT7VFh</a>"
North Liverpool,"<a href=""https://t.co/4tc4Mtlktg"">https://t.co/4tc4Mtlktg</a>",Wirral,"<a href=""https://t.co/IgucmFY8YO"">https://t.co/IgucmFY8YO</a>"
Oldham,"<a href=""https://t.co/euA9tmAhpO"">https://t.co/euA9tmAhpO</a>",Wirral,"<a href=""https://t.co/lpJcONfClx"">https://t.co/lpJcONfClx</a>"
Oldham,"<a href=""https://t.co/1jYPYhcJec"">https://t.co/1jYPYhcJec</a>",Wythenshawe,"<a href=""https://t.co/pPPI4peUEx"">https://t.co/pPPI4peUEx</a>"
